58618;936189;"ddr;colombia;civil war;social capit;commun;reintegr"
57939;172379;"young adult;diseas outbreak;adolesc;covid;physic distanc;male;age;middl age;human;femal;covid vaccin;camp;adult;child preschool;contact trace;child;congress topic;illinoi;covid test;mask"
57836;84737;"dnmt a;tumor cell cultur;competit endogen rna;breast cancer;dnmt a protein mous;gene express regul neoplast;mice inbr balb c;femal;rna circular;upregul;mice;microrna;breast neoplasm;circiqch;mirn microrna mous;diseas progress;circular rna;anim;dna modif methylas"
58172;385447;"physic function perform;noncommunic diseas;arthriti;postur balanc;refer valu;male;age;physic function;arthriti;independ live;human;femal;noncommunic diseas;norway;geriatr assess;refer valu;geriatr assess;crosssect studi;time"
58870;792039;"inequ;social epidemiolog;itali;adolesc;psychosoci depriv;social environ;human;socioeconom factor;femal;survey questionnair;child health;econom;socioeconom;incid;social support;gambl;male;child"
59064;549673;"inflamm;anisomycin;macrophag;nfκb;septic shock"
59849;847552;"program cell death receptor;tumor microenviron;biomark tumor;neoplasm;human;tumor burden;mutat;lymphocyt tumorinfiltr"
58357;182796;"finnish public sector studi;registri;work schedul;male;physic activ;sedentari behavior;middl age;shift work;longitudin studi;human;femal;fixedeffect model;adult;finland;leisuretim physic activ;finland;ra;public aspect medicin;physic inact;shift work schedul;work time;shift worker;fix effect;exercis"
59654;197573;"adolesc;earli intervent educ;school teacher;school;educ gener;survey questionnair;languag literatur;student;multiti system support;multiti system support;male;teacher knowledg survey;neurolog;dyslexia;teacher train;factor analysi statist;factor analysi;human;femal;teacher knowledg survey;respons intervent;social scienc;factor analysi;child;respons intervent;linguist;psycholinguist"
59942;92384;"upper extrem;lung neoplasm;human;adenocarcinoma lung;endoscop ultrasoundguid fine needl aspir;male;age"
57961;902055;"cognit load theori;learn instruct;attent;gestur;human movement;work memori model;educ;child school psycholog;educ psycholog;learn"
58950;637790;"qualiti life research;valid;psychometr;assess;medicin;medicin public health;sociolog gener;voic;survey questionnair;human;qualiti life;health statu;public health;reliabl;dysphonia;self report"
58060;957213;"method appli lay;hydrotechn facil;concret restor;concret structur;choic method"
58804;932654;"health personnel;autist disord;unit state;human;primari health care;mass screen;child"
58811;729784;"guaiacol;biomed life scienc;glycosyl;syringol;cultivar;reflect spectroscopi;phenol;agricultur;ga chromatographymass spectrometri;fruit;plant leav;wine;forestri;glycoconjug;viti;volatil organ compound;life scienc;kaolin;plant scienc;smoke;ecolog;spectrum analysi"
58674;600585;"men;elderli;incom;unemploy;social inequ;germani;mortal;socioeconom factor;human;life expect;retir;mortal;pension;socioeconom;unemploy;male;age;age"
59569;675095;"human immunodefici viru;covid;sarscov;coinfect;human;anim;coinfect;hiv;hiv infect"
57757;525543;"flavopereirin;antineoplast agent;cell prolifer;mouth neoplasm;jakstat signal pathway;drug screen assay antitumor;lasp protein human;lasp;jak protein human;human;stat transcript factor;therapeut pharmacolog;signal transduct;molecular structur;adaptor protein signal transduc;rm;janu kinas;carbolin;cytoskelet protein;jakstat signal pathway;oral cancer;cell cultur;tumorigen;lasp;lim domain protein"
58551;616795;"botryti;prosystemin protein lycopersicon esculentum;plant diseas;plant shoot;plant protein;diseas resist;longdist movement;plant root;solanum lycopersicum;tomato;mobil signal;arabidopsi;rna messeng;rna transport;peptid;seedl;green fluoresc protein;subcellular fraction;fluoresc;gene express regul plant;plant genet modifi;prosystemin;pathogen resist;systemin;proteolysi"
59535;362946;"mutat rate;seed bank;plant adapt;plant;natur select;biolog evolut;popul genet;genet variat;nucleotid;genet popul;lewontin paradox;dormanc;recombin"
59668;917424;"thyroid cancer papillari;biomark tumor;medicin;scienc;machin learn;cohort studi;human;prognosi;diagnost test routin"
57984;752368;"intracrani respons rate;brain metastas;nsclc;clinic trial;nivolumab plu ipilimumab"
59049;819492;"supervis;doctor educ;educ;higher educ;supervisori write support;doctor write"
59647;562756;"employe green selfaccount;green train;employe proenvironment behavior;bf;green compens;mediat moder;hf;industri psycholog;psycholog;cognit disson selfstandard"
59285;459999;"caus death;activ daili live;activ daili live;acut coronari syndrom;health statu;kaplanmei estim;male;age;mortal;age;rc;middl age;retrospect studi;human;prognosi;femal;age factor;prognosi;proport hazard model;followup studi;geriatr;barthel index;acut coronari syndrom;barthel index"
59640;557333;"housefli;nematod;rhabditida;steinernema;mexico;femal;anim;control;heterorhabd;pest control biolog;hous fli;male;larva"
59582;429469;"microgrid;multidimension protect;automat calcul oper valu set point protect;differenti protect;digit distribut network;relay protect"
58287;895531;"gynecolog obstetr;menstrual inequ;women health;covid;rg;long covid;menstrual health;long covid;menstruat;covid"
58849;420450;"leisur activ;substanc use;young adult;club;drug check;drug user;drug;human;survey questionnair;femal;berlin;parti drug;prevent;nightlif;parti scene;primari prevent;male;adult"
58839;372229;"evolut;archaea;molecular dynam simul;genet variat;protein bind;dna;chromatin;evolut molecular;histon;mutat;phylogeni;archaea;amino acid;chromatin;histon variant"
59806;538267;"pro;qualiti life research;psychometr;correl data;testretest reliabl;medicin;medicin public health;reproduc result;sociolog gener;intraclass correl coeffici;human;patient report outcom measur;femal;patientreport outcom measur;public health;qualiti life;male;icc"
58437;735594;"plant;protein domain;wnk kinas;protein traffick;regul g signal;plant develop;anim;protein kinas;flower;circadian;phylogeni;amino acid sequenc;plant physiolog phenomena"
58275;793520;"cerebr palsi;biomechan evalu;tp;spastic;biotechnolog;electrophysiolog;ankl stiff;contractur"
59633;570264;"perform;test;softwar;time factor;rna sequenc;resourc profil;comput biolog;big data;benchmark;cloud comput"
57880;452540;"ant;medicin;scienc;soil;altitud;coleoptera;switzerland;anim;spider;biodivers;arthropod;ecosystem"
59183;818569;"snhg;neoplasm tumor oncolog includ cancer carcinogen;long noncod rna;rc;cancer;biomark;snhg;long noncod rna"
58117;898693;"imag;surfac morpholog;train;surfac reconstruct;strain;label;prefront cortex label;standard;data augment;spheric unet"
59483;672761;"ferrogel;hydrogel;magnetorheolog;sepiolit;algin;magnetit"
59278;904011;"hand;touch;touch;model biolog;human;space percept;size percept;illus;anisotropi;forehead;skin;somatosens;nontherapeut human experiment;touch percept;tactil distanc"
57829;437574;"conserv natur resourc;rewild;seychel;island;ecosystem function;anim;climat chang;climat chang;function analogu;biodivers;ecosystem restor;turtl;ecosystem"
58957;927868;"young adult;medic adher;polypharmaci;medicin;scienc;male;age;age;middl age;retrospect studi;human;femal;blood pressur;age factor;risk factor;hospit;adult;antihypertens agent;diseas manag;patient readmiss;hypertens"
58544;282255;"philosophi languag;explan;philosophi scienc;ground;philosophi;epistemolog;unif;bolzano;educ;metaphys;logic"
59298;999510;"genet correl;bodi measur trait;hanwoo;herit;carcass trait"
59778;110560;"ctla protein human;tlymphocyt cytotox;antibodi monoclon human;ctla antigen;immunerel advers event;rm;human;musculoskelet diseas;ipilimumab;therapeut pharmacolog;antictla drug;immunerel advers event;tremelimumab;hematolog diseas;ipilimumab"
59961;264767;"forest success;bryophyt;hill number;salvag log;saproxyl beetl;coleoptera;vascular plant;anim;bird;forestri;forest;climat chang;natur disturb;phylogeni;biodivers;woodinhabit fungi"
59035;73767;"angraecoid orchid;iucn red l;qk;epiphyt;hawkmoth;plant ecolog"
58513;97030;"blood glucos selfmonitor;electrod;ptau nanoalloy electrod;synergist effect;medicin gener;biosens techniqu;gold;neutral nonenzymat glucos biosensor;glucos;diabet mellitu type;human;nanostructur;platinum;ptau nanoalloy electrod;electrochem deposit;r;blood glucos"
58603;86120;"infecti parasit diseas;bacteremia;antimicrobi resist;rc;treatment failur;digest diseas"
59153;449567;"wound;gene express regul plant;protein biosynthesi;protein stabil;ubiquitin;mdwrky;model biolog;mdmyb;malu;protein bind;anthocyanin;transcript activ;biosynthet pathway;anthocyanin biosynthesi;appl;proteolysi;mdbt;plant protein"
57998;665265;"sens perform;medic robot;nonoptim sensit;variableimped methodolog;hard;surgeri;narrow sens rang;robot surgic procedur;onlin perform;mechan imped;dynam tactil sensor;electr imped;tactil sensor;reson frequenc;perform tune;piezoelectr patch;imped;robotassist minim invas surgeri;vibrat;basic work principl;tactil sensor;variableimped tactil sensor;sensit;palpat;cantilev;electr imped;variableimped method;doublecantilev structur;tissu hard palpat"
58364;527046;"mtor protein human;genipin;antineoplast agent;cell prolifer;iridoid;mouth neoplasm;drug screen assay antitumor;oral squamou cell carcinoma;human;pi kaktmtor pathway;therapeut pharmacolog;carcinoma squamou cell;pi kaktmtor pathway;phosphatidylinositol kinas;rm;tor serinethreonin kinas;apoptosi;autophagi;cell cultur;protooncogen protein cakt;autophagi"
59831;705020;"splenectomi;realworld evid;thrombopoietin receptor agonist;primari immun thrombocytopenia;rituximab"
58817;928906;"kidney;cannabidiol;medicin;scienc;human;cannabi;antibacteri agent;gramicidin"
59907;245732;"mice;mice inbr c bl;molecular dock simul;medicin;oncolog;antibodi affin;mutat;immunolog;epitop;cancer vaccin;anim;antigen neoplasm;cell line tumor;cell cultur;immunogen vaccin;male;antigen;histocompat antigen class"
59772;263262;"diseas model anim;vaccin dna;macaca fasciculari;ebola vaccin;inject intramuscular;femal;hemorrhag fever ebola;anim;male;ebolaviru"
59264;317376;"urgentstart periton dialysi;periton dialysi;earlystart periton dialysi;unplan periton dialysi;increment dialysi"
58843;65543;"motiv;receptor dopamin;brain;magnet reson imag;brain map;informationtheoret surpris;paranoid disord;male;dopamin;psychot disord;human;femal;schizophrenia;adult;bay theorem;aberr salienc;cultur;bayesian surpris;kullbackleibl diverg"
57808;676527;"rat spraguedawley;diabet mellitu experiment;intravitr inject;medicin;rat;sod protein human;scienc;anim;diabet retinopathi;bodi weight;superoxid dismutas;male;blood glucos"
58344;906609;"viru latenc;cd posit tlymphocyt;nfkappa b;human;hiv latenc;nfκb;pebp protein human;hiv;phosphatidylethanolamin bind protein;crisprcas;hiv infect;genomewid screen;pebp"
58906;59177;"hb;civil societi;social scienc;l;nonprofit regul;g;h;econom scienc;k;ngo;f;close civic space"
58751;216184;"mass;elderli;rm;dynapenia;sarcopenia;patholog;therapeut pharmacolog;leptin;muscl;strength;rb"
59444;735988;"asia;plant diseas;musa;epidemiolog;invas speci;mycosphaerella fijiensi;ascomycota;temperatur;pseudocercospora fijiensi;model statist;climat chang;black leaf streak diseas"
58558;398695;"biomed life scienc;ihsp;cell biolog;biomedicin gener;biomark;oxid stress;male;environment exposur;cancer research;immunolog;ehsp;rat;neurosci;hsp heatshock protein;leukocyt;biochemistri gener;lymphoid tissu;rat wistar;lymphoid tissu;residu oil fli ash;biomedicin;anim;coal ash;oxid stress"
57742;262033;"interleukin;il b protein human;il protein human;middl age;human;femal;interleukin beta;parkinson diseas;male;polymorph genet"
57770;820101;"multispeci experi;uva uvb exclosur;new zealand;europ;phenotyp plastic;germani;environment filter;human;recent evolutionari chang;ultraviolet ray;plant invas;reciproc common garden;nativ exot popul;ecosystem"
59562;208018;"nickel;palladium oxid;nanostructur;catalysi;r;pressur;light;medicin gener;abi;nickel monoxid;oxid;organ pollut;methyl orang;ternari metal oxid;molybdenum trioxid;water pollut chemic;biochem templat;nanostructur;dye degrad;molybdenum;azo compound;temperatur;palladium"
59873;98075;"algorithm;artifici intellig;orthoped;machin learn;human"
58225;161215;"fmri;casecontrol studi;young adult;psychotherapi;human;ocd;femal;implos therapi;magnet reson imag;conflict;exposur;obsessivecompuls disord;male;adult"
58193;502764;"hydrocarbon bromin;ultrasonographi;perfluorooctylbromid nanoparticl;r;drug carrier;drug deliveri system;medicin gener;perflubron;human;contrast media;atherosclerosi;drug deliveri;fluorocarbon;therapi coupl diagnosi;neoplasm;anim;nanoparticl;ultrasound enhanc;perfluorooctylbromid nanoparticl"
59736;904322;"windthrow;dendroctonu ponderosa;pinu;colorado;insect outbreak;coleoptera;subalpin forest;anim;forest;lodgepol pine;mountain pine beetl;forest disturb;plant bark;ecosystem"
58147;627252;"antineoplast combin chemotherapi protocol;squamou cell carcinoma head neck;cisplatin;metformin;r;male;nanodeliveri;phytochlorin;drug deliveri system;head neck neoplasm;medicin gener;mice inbr balb c;head neck squamou cell carcinoma;human;cell line tumor;xenograft model antitumor assay;tumor hypoxia;metformin;chlorophyllid;combin modal therapi;cisplatin;porphyrin;polyethylen glycol;phototherapi;anim;chlorin e;multifunct nanoparticl;photochemotherapi"
59361;922;"medicin gener;postop analgesia;lumbar spine surgeri;espb;espb;r"
59521;696029;"adipos tissu;extracorpor shockwav therapi;adipogenesi;adenosin triphosph;adipogenesi;cell differenti;cell prolifer;cell surviv;human;femal;angiogenesi;biomark;stromal vascular fraction svf;autolog fat graft;stromal cell;extracorpor shock wave therapi eswt;adipos tissu"
58491;376190;"myocardi ischemia;time factor;graft occlus vascular;coronari arteri bypass;sever ill index;predict valu test;male;age;coronari angiographi;middl age;retrospect studi;human;coronari stenosi;femal;risk factor;myocardi perfus imag;coronari circul;tomographi emissioncomput singlephoton;coronari arteri bypass graft;outcom;treatment outcom;vascular patenc;risk assess"
57728;673986;"develop;phenobarbit;pregnanc;prenat exposur delay effect;epilepsi;cognit;pregnanc;infant;epilepsi;human;femal;anticonvuls;antiepilept drug;child;valproic acid"
58777;67632;"doserespons curv;function group;quantit trait herit;daili light integr dli;plant;light;shade toler;growth irradi;plant develop;metaanalysi;adapt physiolog;reaction norm;doserespons relationship radiat"
59742;801048;"young adult;adolesc;cognit;male;educ achiev;famili;percept;human;femal;intellig;adult;subject social statu;child preschool;mental health;adolesc;social stigma;social class;child;educ statu;longitudin studi;followup studi;social gradient health;twin;adolesc health"
58022;209946;"anim husbandri;diet;larva;laboratori anim scienc;mosquito;temperatur;anim;anim feed;colon;culicida"
59675;3389;"academ perform;distanc educ;educ measur;human;student pharmaci;proctor;academ perform;assess;educ distanc;educ pharmaci"
58708;7352;"temperatur depend;ant;predat;lepidoptera;predatori behavior;caterpillar;trophic interact;temperatur;anim;climat chang;ant;climat chang;window vulner"
58532;497626;"mix cation;dimension;copper;perovskit;exfoli;solar cell"
58701;256385;"rang motion articular;osteotomi;adolesc;human;femur;slip capit femor epiphys;bone screw;male"
59022;472916;"time factor;adolesc;medicin;medicin public health;mother;sociolog gener;survey questionnair;epilepsi;longterm outcom;male;health survey;childhood onset;famili;human;femal;adult;qualiti life research;parent;sick impact profil;cohort studi;pediatr;public health;psychopatholog;child;prospect studi"
58586;538879;"gene express regul fungal;saccharomyc cerevisia;gene silenc;gene silenc;chromatin assembl disassembl;heterochromatin;nucleosom;chromatin;epigenet"
57978;458689;"ascaridoidea;parasitehost associ;sealevel chang;biolog evolut;gene mitochondri;phylogeni;anim;host switch;molecular date;evolut molecular;phylogeni;terrestri origin"
58389;447791;"control alloc;technolog;satellit attitud control;tl;motor vehicl aeronaut astronaut;thruster configur;redund;reliabl"
58763;32681;"regener;genet;hdac protein zebrafish;cell prolifer;qh;anim;zebrafish protein;myocyt cardiac;heart;zebrafish;histon deacetylas"
59628;700009;"multiprotein complex;environment fit;base sequenc;altern splice;arabidopsi protein;skip protein arabidopsi;arabidopsi;spliceosom;transcript factor;environ;skiinteract protein skip;adapt physiolog;stress physiolog;paf complex;develop;gene express regul plant;model biolog;protein bind;flower;spliceosom;circadian clock;genom plant"
58027;183354;"ergonom;wearabl sensor;acceleromet;inerti sensor;wearabl sensor;inerti sensor;ergonom;acceleromet;exposur assess;exposur assess"
58922;579331;"collabor draw;brain;magnet reson imag;brain map;theori mind;intersubject brain synchron;threeperson hyperscan;cognit;male;human;neuron;femal;right temporopariet junction;adult;interperson relat;intersector collabor;neuroimag;social behavior;theoryofmind network"
58912;432214;"antibodi neutral;antibodi viral;immunoglobulin g;spike protein sarscov;immunoglobulin;covid;medicin;sarscov;scienc;human;covid vaccin;spike glycoprotein coronaviru"
59451;919897;"transient infant movement tim;seizur;transient video onlin infant movement tim;benign polymorph movement disord infanc bpmdi;paroxysm nonepilept movement;shudder attack;electroencephalographi;infant;human;epilepsi;movement disord;benign myoclonu earli infanc bmei;fejermanlombroso;fejermanlombroso shudder attack;myoclonu"
59105;431587;"oral;metagenom;oral cancer;tobacco chewer;microorgan"
58350;58154;"morbid;surviv rate;von willebrand factor;geriatr;rc;global health;acquir von willebrand syndrom;bleed disord;human;von willebrand diseas;age;von willebrand diseas;age"
58166;256446;"denmark;heart failur;sodiumglucos transport inhibitor;followup studi;middl age;stroke;human;diabet mellitu type;femal;norway;registri;myocardi infarct;sweden;male;dipeptidylpeptidas iv inhibitor;age"
58981;572540;"fertil;lytechinu;sea urchin;seawat;fertil success;computerassist sperm analysi;spermatozoa;echinoderm;hydrogenion concentr;anim;climat chang;reproduct;spermatozoa;individu variabl;male;carbon dioxid"
59528;322738;"school health servic;telemedicin;child;telemedicin;human;adolesc;school;human;absente;qualiti life;adolesc;school health servic;asthma;asthma;child"
57867;895232;"ecosystem;earth environment scienc;wildfir;earth scienc;chemic fraction;microbi biomass;environment chemistri;biogeosci;life scienc gener"
59028;105148;"medicin;model biolog;scienc;human;forecast;china;neural network comput;incid;hemorrhag fever viral"
59861;903261;"fungi;haplotyp;genet introgress;fungi;introgress;speciat;genom fungal;evolut molecular;coccidioid;gene flow;speciat"
59471;519676;"viru replic;varroida;deform wing viru;hostparasit interact;feed behavior;rna virus;volterra equat;pupa;bee;anim;hemolymph;hostparasit interact;api mellifera;varroa destructor;larva"
59430;353200;"graft surviv;heart transplant;tissu organ procur;heart transplant;human;endstag heart failur;tissu donor;registri;wait list;unit state;ventricular assist devic;annual report topic;transplant outcom"
